,Screen Name,Id,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Botometer,Bot: 3.5 Threshold,Bot: 4.0 Threshold
2547,shahharis99,924513420283494000,4,23,163,0.14,0,0,279,1649,0,2.0,0,0
2548,chzhodlerr,1351145315655670000,0,353,305,1.16,0,0,819,1266,0,3.1,0,0
2549,privappnetwork,1331347146029870000,1,9033,13,694.85,1,0,81,114,2,2.1,0,0
2550,samueladegbola8,1248533341223210000,1,335,434,0.77,0,0,3223,32337,2,4.2,1,1
2551,girlgone_crypto,1150790822813560000,2,75994,2697,28.18,1,0,13042,34703,704,0.8,0,0
2552,shisanbenkyo,1364427281746170000,0,161,312,0.52,0,0,377,1717,0,2.4,0,0
2553,ichigo_tuber,911837191189311000,4,502,260,1.93,0,0,4667,3227,4,1.0,0,0
2554,stoogemasta,410599595,10,91,380,0.24,0,0,2386,8848,5,0.0,0,0
2555,quratkaretz,1240993579683550000,1,62,97,0.64,0,0,132,0,0,2.9,0,0
2556,mrtrader_org,1350086514017890000,0,228,382,0.6,0,0,812,685,0,2.2,0,0
2557,_handsofsteel_,1240699043153690000,1,13,99,0.13,0,0,196,159,1,0.2,0,0
2558,real_vijay,95066790,12,65328,1,65328.0,0,0,10452,25567,1533,0.6,0,0
2559,twentytenmedia,226224423,11,2786,1158,2.41,0,0,137214,59,53,4.5,1,1
2560,pmbrsantos,897121291467149000,4,2684,1351,1.99,1,0,35842,58562,27,0.6,0,0
2561,kris_hk,84850888,12,49502,6860,7.22,1,1,2132,2158,465,0.5,0,0
2562,ericnode,945541530541989000,4,5644,257,21.96,1,1,1200,5092,32,0.9,0,0
2563,linux123ua1,1373145811937280000,0,0,36,0.0,0,0,35,19,0,3.7,1,0
2564,nibras_alnamani,881057680655306000,4,19625,6418,3.06,0,0,210359,9295,2,4.1,1,1
2565,mdnajanaja,1171289928354780000,2,31,162,0.19,0,0,35971,2568,0,1.4,0,0
2566,jaiko1975,360807791,10,1386,3262,0.42,0,0,51826,55925,2,1.4,0,0
2567,maggioooinu,1371832718850460000,0,25,42,0.6,0,0,115,95,0,2.0,0,0
2568,fawakatube,498797051,9,297,34,8.74,1,0,2151,927,7,1.4,0,0
2569,jeffbezos,15506669,13,2102768,1,2102768.0,0,1,242,1,8264,0.8,0,0
2570,shibtoken,1356248804899560000,0,7422,1,7422.0,1,0,218,267,17,1.4,0,0
2571,kyersinbyk,1363176863078710000,0,8,98,0.08,0,0,589,4595,0,1.4,0,0
2572,sb_voice,1153582174383140000,2,23,1076,0.02,0,0,7667,2430,0,2.4,0,0
2573,hallokrypto,1117398088321260000,2,235,469,0.5,1,0,1659,3686,4,1.6,0,0
2574,aprycotmedia,1074755556844460000,3,1063,5,212.6,1,0,964,1716,9,1.6,0,0
2575,fabthefoxx,71437181,12,2253,660,3.41,1,0,8190,27859,32,1.4,0,0
2576,l_fer_carvalho,102196919,11,94,839,0.11,0,0,315,271,2,1.9,0,0
2577,bluisth,1368828850990280000,0,19,121,0.16,0,0,148,273,0,2.8,0,0
2578,kain_srl,985011539898806000,3,67,254,0.26,0,0,1940,3482,0,0.8,0,0
2579,kahinindefteri,115156833,11,1342,26,51.62,0,0,4485,8718,3,1.6,0,0
2580,snakamotoart,1370798734225770000,0,1,4,0.25,1,0,25,1,0,6.0,1,1
2581,niftyhunt2,1339504897889190000,1,224,236,0.95,0,0,95,460,0,2.1,0,0
2582,cardanoitalia,1359271575732820000,0,57,65,0.88,0,0,361,273,0,1.9,0,0
2583,arifkhan297arif,2937320047,7,24,88,0.27,0,0,337,49,0,1.3,0,0
2584,warriors,26270913,12,6696723,907,7383.38,1,1,91043,13195,10487,0.4,0,0
2585,whoeier,82863946,12,72,247,0.29,0,0,675,44,2,3.2,0,0
2586,protocolsigma,1363846008342520000,0,53185,34,1564.26,1,0,37,13,13,2.0,0,0
2587,cryptovc7,3329066050,6,12418,60,206.97,1,0,134,1274,10,3.1,0,0
2588,splytcore,902693292105654000,4,17910,676,26.49,1,0,1174,1457,115,0.8,0,0
2589,carlopao86,439290200,10,1745,1891,0.92,0,0,73768,24074,81,0.4,0,0
2590,bitforexcom,957221394009354000,3,43854,2849,15.39,1,0,1944,6332,182,1.9,0,0
2591,tahirjamal_khan,93025119,12,74,178,0.42,0,0,1672,2424,5,1.0,0,0
2592,frcarafat,1094252349361650000,2,21,258,0.08,0,0,396,375,1,2.8,0,0
2593,sydien5,1277755206269310000,1,0,27,0.0,0,0,42,98,0,3.6,1,0
2594,neseliol,307515055,10,1847,997,1.85,1,0,24156,13339,7,0.0,0,0
2595,coinkolik,2292811730,7,58702,129,455.05,1,0,11760,798,342,3.5,1,0
2596,gegelsmr,917528235621175000,4,2020,3187,0.63,0,0,9178,28359,27,0.9,0,0
2597,nxmaxpro,1301208754986260000,1,9,280,0.03,0,0,838,424,2,3.1,0,0
2598,yellowdoodle1,1222224050954490000,1,3524,1271,2.77,1,0,34803,72591,40,1.6,0,0
2599,claudiagarlan12,1372070817459270000,0,1,52,0.02,0,0,29,19,1,4.0,1,1
2600,krakenfx,1399148563,8,542472,126,4305.33,1,1,3892,5303,4705,0.7,0,0
2601,hackernoon,716348353915686000,5,63419,2909,21.8,1,0,81072,5697,1644,3.4,0,0
2602,andrarchy,62814293,12,2348,336,6.99,1,0,3924,2801,57,0.1,0,0
2603,lizalevinenyc,1324777698758190000,1,9,14,0.64,0,0,5,13,1,4.0,1,1
2604,holyjony_,1367036059750640000,0,79,230,0.34,0,0,83,161,0,3.3,0,0
2605,marbobsix,146103321,11,661,320,2.07,0,0,521,59,4,1.0,0,0
2606,furqaanmuhammed,3238892976,6,46,30,1.53,0,0,9894,7590,0,3.5,1,0
2607,khoirul83585776,1084421290486710000,2,2,60,0.03,0,0,51,14,0,4.1,1,1
2608,poconglompat2,1259603520501620000,1,32,222,0.14,0,0,422,214,0,2.3,0,0
2609,hifory,2500826863,7,13,48,0.27,0,0,91,19,0,3.6,1,0
2610,masterhia,2503196322,7,17,46,0.37,0,0,104,27,0,3.1,0,0
2611,nandista,79954462,12,352,485,0.73,0,0,6537,871,1,1.6,0,0
2612,donnierolex,811474651540918000,5,979,4995,0.2,0,0,29391,51270,8,3.2,0,0
2613,iso_xrp,795691817073143000,5,4342,3312,1.31,0,0,15150,40779,29,0.4,0,0
2614,riegochan,1168710236,8,131,240,0.55,0,0,4542,721,0,2.3,0,0
2615,qiccommunity,892425894073118000,4,7272,833,8.73,1,0,914,2720,45,1.0,0,0
2616,btcliberty,1210108779318200000,2,1324,5002,0.26,0,0,11136,44865,20,1.4,0,0
2617,anilsaidso,2373203378,7,10227,834,12.26,1,0,3436,2505,284,0.8,0,0
2618,peterlbrandt,247857712,10,451942,637,709.49,1,1,20844,3967,8255,0.7,0,0
2619,boku22369899,1370418457288740000,0,0,10,0.0,0,0,112,113,0,3.8,1,0
2620,ukfintechco,1357506583006120000,0,28,21,1.33,1,0,35,172,0,3.9,1,0
2621,plugintopaysafe,18977162,12,10623,844,12.59,1,0,6777,943,279,3.1,0,0
2622,skrill,224982279,11,51793,263,196.93,1,1,28597,1185,225,3.2,0,0
2623,egor098123,4158677248,6,22,30,0.73,0,0,12,125,0,3.4,0,0
2624,digitalworldvln,1026067576273560000,3,213,745,0.29,0,0,5522,2707,2,1.9,0,0
2625,senojuro,1057205929060420000,3,387,4257,0.09,0,0,17436,0,2,1.7,0,0
2626,amitgup59619430,1370728648764920000,0,1,19,0.05,0,0,22,12,0,3.6,1,0
2627,mlb,18479513,13,8849425,4040,2190.45,1,1,190636,25976,31238,0.4,0,0
2628,durerus,2180039755,8,1079,1071,1.01,0,0,24540,20052,48,0.3,0,0
2629,atilladag3,1339736488163090000,1,133,146,0.91,0,0,771,1762,0,1.8,0,0
2630,pobserver2,966239799119089000,3,848,3305,0.26,1,0,759,30366,1,1.4,0,0
2631,farrizal3,1308605520320670000,1,31,87,0.36,0,0,40,27,0,3.0,0,0
2632,allesundnix_,1190354822551230000,2,3601,653,5.51,0,0,159535,13,29,3.6,1,0
2633,bitdeal001,4352417480,6,938,184,5.1,1,0,2824,19,48,3.4,0,0
2634,nekoninarimas,2184412099,8,443,1141,0.39,0,0,52632,212436,6,1.4,0,0
2635,carloss74671189,1358529502112930000,0,101,85,1.19,0,0,6649,6917,1,2.1,0,0
2636,coinexcom,460537897,9,37002,192,192.72,1,0,1969,927,244,1.7,0,0
2637,fin_nexus,1170897863007530000,2,17706,118,150.05,1,0,1132,1324,60,2.3,0,0
2638,ia_tfc,1363129752383450000,0,19,129,0.15,0,0,394,5516,0,1.8,0,0
2639,agoranov_innov,1089280248,8,4116,549,7.5,1,0,6206,2610,552,2.0,0,0
2640,bcdiploma,903379327596814000,4,779,194,4.02,1,0,674,832,16,1.8,0,0
2641,educpros,76932591,12,35211,1157,30.43,1,1,34576,1758,1233,1.8,0,0
2642,edtechfrance,735832161568337000,5,5428,644,8.43,1,0,5890,9525,104,2.2,0,0
2643,arianefery,3229594927,6,2311,847,2.73,1,0,7419,7483,219,1.8,0,0
2644,anne_monneret,1326522442106470000,1,509,354,1.44,0,0,193,397,4,2.2,0,0
2645,aaroscapital,1349013886108830000,0,78,86,0.91,0,0,280,261,1,2.2,0,0
2646,maxkeiser,20374262,12,300540,1321,227.51,0,0,100000,8670,5287,0.8,0,0
2647,juniormore1o,1364906805382410000,0,110,228,0.48,0,0,12,7,0,4.4,1,1
2648,hiddensmallalts,1264846681469780000,1,1479,196,7.55,1,0,2512,1709,14,2.4,0,0
2649,20jv20,1264504737279250000,1,18,40,0.45,1,0,298,1610,0,0.6,0,0
2650,pcaanalytics,1239587509992120000,1,106,347,0.31,1,0,3539,2619,1,2.0,0,0
2651,wef,5120691,14,4002703,540,7412.41,1,1,163307,1786,26641,3.1,0,0
2652,enricomolinari,75673231,12,32798,6097,5.38,1,0,53011,51910,471,4.0,1,1
2653,resistancemoney,1060829748,8,439,1113,0.39,1,0,1247,6070,14,0.4,0,0
2654,craigwarmke,1149006278116680000,2,1700,380,4.47,1,0,1444,1803,47,0.2,0,0
2655,rettlerb,938447720322338000,4,580,577,1.01,1,0,2924,7306,6,0.0,0,0
2656,augustgischer,1339551245539950000,1,45,796,0.06,1,0,399,566,1,2.2,0,0
2657,pasfique1,1033081723620330000,3,7,29,0.24,0,0,28,22,0,3.5,1,0
2658,cryptonoob710,892414841746472000,4,284,676,0.42,0,0,5989,59196,5,1.4,0,0
2659,worldkreatif,1300358856799900000,1,85,966,0.09,0,0,8182,4288,2,3.0,0,0
2660,hamzo_akhtar,1229313688454200000,1,47,323,0.15,1,0,774,398,1,2.2,0,0
2661,obuchia,1214286019907830000,1,89,356,0.25,0,0,165,116,0,2.0,0,0
2662,aeongchain,1256242942248960000,1,67,522,0.13,0,0,1095,5245,2,1.1,0,0
2663,yekkripto,947260556658044000,4,3460,51,67.84,0,0,18454,381,41,4.6,1,1
2664,yekturus,1048171367307320000,3,1953,14,139.5,0,0,4391,2,22,4.1,1,1
2665,ahsanha77075995,2527628872,7,71,784,0.09,0,0,2443,2197,3,2.8,0,0
2666,ehsan_na_,469778818,9,171,675,0.25,0,0,1964,649,0,0.6,0,0
2667,cmsintern,1354120919460040000,0,4399,434,10.14,1,0,545,4099,67,2.0,0,0
2668,paulgriffiths46,441252037,10,160,973,0.16,0,0,5316,18441,1,1.0,0,0
2669,neeraj25613631,1319834680644910000,1,0,6,0.0,0,0,2,0,0,4.3,1,1
2670,defiteller,105203599,11,8139,235,34.63,0,0,436,213,32,2.1,0,0
2671,kickpad_org,1363122459713670000,0,36028,1,36028.0,1,0,70,75,79,2.8,0,0
2672,unlockprotocol,996925212934500000,3,3378,2445,1.38,1,0,1435,2653,104,0.9,0,0
2673,merchdao,1334548327891940000,1,7663,29,264.24,1,0,89,330,20,1.9,0,0
2674,fran_agaba,3132594363,6,167,687,0.24,0,0,573,757,0,1.5,0,0
2675,neoluah,1356130720318540000,0,714,1271,0.56,1,0,8513,3946,1,2.0,0,0
2676,tishath65623809,1361540786098040000,0,0,7,0.0,1,0,367,2,0,3.6,1,0
2677,tothemoonsir,941269553220325000,4,635,2977,0.21,0,0,6669,8402,3,0.7,0,0
2678,nftfreaks,1346869084105930000,0,9807,390,25.15,1,0,12814,15943,84,2.0,0,0
2679,catchnftdrops,1370922090610570000,0,1215,315,3.86,1,0,1371,3465,11,2.2,0,0
2680,milyonerzihin,212521191,11,65698,3879,16.94,1,0,13399,25358,256,1.2,0,0
2681,rnlynpinks_,834365371733798000,4,222,405,0.55,0,0,1037,1562,0,1.5,0,0
2682,merchantmediaco,1087983274402760000,2,1832,763,2.4,1,0,61470,311,33,2.7,0,0
2683,emir72086765,1326868349754760000,1,15,123,0.12,0,0,520,231,0,3.0,0,0
2684,becky14_04,1155090830157360000,2,89,163,0.55,0,0,33523,31716,0,4.1,1,1
2685,fineassskin,1225851978363920000,1,433,177,2.45,0,0,46841,68973,1,1.0,0,0
2686,devansurya6,1143777386091030000,2,5,133,0.04,0,0,179,514,0,0.8,0,0
2687,frxresearch,2775368911,7,5520,2189,2.52,0,0,7515,13176,88,0.4,0,0
2688,ktsrishi,1350170239233760000,0,28,70,0.4,0,0,63,52,0,3.0,0,0
2689,annee242,3017291238,6,230,1108,0.21,1,0,6220,7064,0,3.3,0,0
2690,cryptosabe,1091339191189940000,2,34,244,0.14,0,0,86,67,1,1.8,0,0
2691,agoric,14135691,13,7032,487,14.44,1,0,1398,2441,120,1.2,0,0
2692,cryptowhiskey1,944781883971321000,4,34,284,0.12,0,0,78,784,0,2.0,0,0
2693,karmelarem,1336944578776110000,1,0,34,0.0,0,0,30,22,0,3.6,1,0
2694,michimei14,906089428648636000,4,170,520,0.33,0,0,892,2798,1,0.4,0,0
2695,teodorstanev1,1375753535032280000,0,1,27,0.04,0,0,71,32,0,2.8,0,0
2696,juancdji,2749922585,7,211,628,0.34,0,0,6550,4661,2,0.5,0,0
2697,ciusradu,2796130224,7,633,1695,0.37,1,0,2108,363,11,1.4,0,0
2698,eightyfifthz,1359647745443700000,0,342,790,0.43,1,0,25392,7787,0,2.3,0,0
2699,rachel84022398,1357685597670800000,0,11,74,0.15,0,0,533,625,0,2.0,0,0
2700,elontrades,1001414496819260000,3,29245,600,48.74,1,0,24261,53314,338,0.4,0,0
2701,dineshmisra1974,1187371738658680000,2,781,2584,0.3,0,0,8593,6700,0,3.3,0,0
2702,nicolegorgein,1196476750580140000,2,311,527,0.59,0,0,1197,3499,0,0.7,0,0
2703,cryptoqveen,1320811615713920000,1,385,622,0.62,0,0,798,911,0,1.2,0,0
2704,spiderdao,1313427136062110000,1,13457,143,94.1,1,0,187,91,41,2.1,0,0
2705,nifitoy,1375726458073580000,0,76,365,0.21,0,0,523,6,0,2.6,0,0
2706,zeus_collector,1275360154360240000,1,3151,939,3.36,0,0,8485,9364,14,1.8,0,0
2707,creekdrops,1364823795811360000,0,769,85,9.05,0,0,240,331,2,2.5,0,0
2708,leagueofle6ends,3041698167,6,5,38,0.13,0,0,4,0,0,3.6,1,0
2709,timo_611,1344164004822970000,1,262,762,0.34,0,0,3317,1510,0,2.2,0,0
2710,animatoretife,1156634681946900000,2,1020,974,1.05,0,0,535,7890,1,0.0,0,0
2711,mkadamclothing1,1257440150356920000,1,6282,1096,5.73,1,0,17538,32056,7,2.0,0,0
2712,mdtusha80748059,1363885858286410000,0,3,117,0.03,0,0,192,118,0,2.6,0,0
2713,fuatairdrop,1374643371860450000,0,38,146,0.26,0,0,91,64,0,2.4,0,0
2714,crypto_prophets,1329731785773750000,1,2975,5,595.0,1,0,113,1063,7,2.0,0,0
2715,hlengane330,3639686722,6,50,158,0.32,0,0,376,441,0,3.6,1,0
2716,olasunk21089177,1353838421127670000,0,10,56,0.18,0,0,890,419,0,4.2,1,1
2717,dafrixchange,1281843598917530000,1,469,24,19.54,1,0,179,207,0,1.4,0,0
2718,dafribank,1268981646075800000,1,957,27,35.44,1,0,156,165,0,1.6,0,0
2719,dafriair,1305054786233000000,1,192,5,38.4,0,0,9,8,0,4.0,1,1
2720,omahafortgale,1365714948287040000,0,77,11,7.0,1,0,16,7,0,3.7,1,0
2721,innovaminex,981135162326093000,3,3323,594,5.59,1,0,829,121,9,3.7,1,0
2722,birnbaum_steven,1364826560520330000,0,100,201,0.5,0,0,5,4,0,3.6,1,0
2723,shlony3ny1,766689216168419000,5,346,207,1.67,0,0,28027,810,1,0.6,0,0
2724,yubihoru,1333981441739280000,1,1122,22,51.0,0,0,184,113,4,2.6,0,0
2725,tafegames,911958979911196000,4,419,463,0.9,1,0,13270,36800,6,0.8,0,0
2726,palgoritmik,1345092520024420000,0,23,148,0.16,0,0,577,855,1,2.8,0,0
2727,wanchain_org,883984505119297000,4,108746,171,635.94,1,0,1642,1286,1018,1.4,0,0
2728,jaysondonato7,1359042802747770000,0,28,879,0.03,0,0,3010,1410,0,3.4,0,0
2729,2154trx,1372660538254190000,0,163,317,0.51,0,0,205,320,0,1.8,0,0
2730,crypto_s0n,1251903236073640000,1,118,217,0.54,1,0,468,48,2,2.0,0,0
2731,asefudesta,1370674240610030000,0,1,71,0.01,0,0,551,2,0,3.6,1,0
2732,danielbekele,54189456,12,41891,954,43.91,0,1,1500,45,204,2.4,0,0
2733,unhumanrights,69231187,12,3363320,1560,2155.97,1,1,18995,1185,10669,3.2,0,0
2734,usambun,1354525155238800000,0,67886,216,314.29,1,1,144,72,269,2.2,0,0
2735,alithi546,1245992635665260000,1,15,167,0.09,0,0,186,113,1,3.3,0,0
2736,nftpowerbroker,1373331606170040000,0,7,32,0.22,1,0,32,33,1,3.7,1,0
2737,_dx96_,1282744280398860000,1,122,436,0.28,0,0,599,429,1,1.8,0,0
2738,smartcontracter,939058273487003000,4,117646,1206,97.55,1,0,20008,39910,2231,0.4,0,0
2739,bitcointalk,346387098,10,14451,0,0.0,1,0,39,0,196,3.2,0,0
2740,jamdlosangeles,1034089128,9,913,399,2.29,1,0,36379,44768,2,0.6,0,0
2741,nalakrystal,1214838158631690000,1,380,310,1.23,0,0,637,1017,0,1.6,0,0
2742,power_kee,1324958083882230000,1,6919,183,37.81,1,0,166,319,13,1.8,0,0
2743,dukleng,1043235974908530000,3,22,85,0.26,0,0,154,110,0,1.8,0,0
2744,thecryptozap,1002492945847620000,3,1523,201,7.58,0,0,24722,69480,12,0.8,0,0
2745,morpheuslabs_io,913705727360868000,4,17025,103,165.29,1,0,1324,1286,106,1.7,0,0
2746,aris_woy,1339873366086280000,1,57,120,0.48,0,0,110,96,0,3.0,0,0
2747,isholaadjibi,1297305841675250000,1,35,294,0.12,0,0,59,245,0,3.0,0,0
2748,buyvgx,1041381490322550000,3,247,217,1.14,0,0,2917,4244,2,0.4,0,0
2749,donedvinmusic,124148715,11,411,119,3.45,1,0,10454,6401,18,3.2,0,0
2750,cryptomobsteryt,93608509,12,22045,316,69.76,1,0,52331,4942,250,0.1,0,0
2751,legacycorp,147223992,11,1787,40,44.68,1,0,126937,26,27,4.0,1,1
2752,athelstan73,93214533,12,220,250,0.88,0,0,4883,15118,3,0.1,0,0
2753,airdropvr,1363403994018680000,0,2,17,0.12,0,0,15,6,0,3.6,1,0
2754,ferdous1676,1364838548835360000,0,3,132,0.02,0,0,211,164,0,2.9,0,0
2755,thuynghong,1419762014,8,116,523,0.22,0,0,704,686,7,2.4,0,0
2756,ioloart,1373303682763210000,0,17,102,0.17,0,0,54,2,0,2.2,0,0
2757,accoutrements_,1376263672176200000,0,18,323,0.06,1,0,24,51,1,2.1,0,0
2758,stefano12826888,1307041429320070000,1,91,188,0.48,0,0,150,111,1,2.6,0,0
2759,foscabright,1301285633592290000,1,94,8,11.75,1,0,302,10,0,6.0,1,1
2760,sirbeefalot_bnb,1305928714547530000,1,429,72,5.96,0,0,243,447,6,1.8,0,0
2761,beefyfinance,1305519876921000000,1,70986,89,797.6,1,0,662,1161,362,1.9,0,0
2762,teddy_bby,345246880,10,3,337,0.01,0,0,125,108,0,3.8,1,0
2763,okcashcrypto,608922372,9,52273,888,58.87,1,0,9183,8837,530,1.3,0,0
2764,isadnls,1291522458206360000,1,92,322,0.29,0,0,1098,271,0,2.6,0,0
2765,endexfin,910515260540547000,4,30,307,0.1,0,0,125,208,0,4.0,1,1
2766,grabvatar,2505937742,7,23,30,0.77,0,0,58,0,0,4.3,1,1
2767,fioture,1065749046,8,968,548,1.77,1,0,5518,43625,2,1.3,0,0
2768,cryptokoala_aus,82514716,12,2022,641,3.15,0,0,7898,13979,18,0.8,0,0
2769,hindibitcoin1,1284168238473940000,1,14,163,0.09,0,0,31,129,0,4.1,1,1
2770,taurusdrunk,1735707589,8,43,141,0.3,0,0,54,32,0,3.1,0,0
2771,marvinsteinberg,51389573,12,3227,3507,0.92,1,0,3245,2363,28,0.8,0,0
2772,chowwg,1188619477,8,108,461,0.23,1,0,10052,11085,15,0.6,0,0
2773,tetotremi,1953841016,8,24757,507,48.83,1,0,6384,7010,553,0.4,0,0
2774,saivardhanbasa,1268383575008630000,1,1,26,0.04,0,0,1,24,0,4.6,1,1
2775,danielw09527887,1338970581669130000,1,8,31,0.26,0,0,154,8,0,1.6,0,0
2776,nikhilr3443296,1285910761366120000,1,4,63,0.06,0,0,36,849,0,3.6,1,0
2777,huyenlu21061989,1211298145356790000,2,12,78,0.15,0,0,78,46,0,3.6,1,0
2778,dzairiego,1357491801347650000,0,161,1926,0.08,0,0,9149,1601,0,3.6,1,0
2779,charlen90104903,1363478812369970000,0,0,7,0.0,0,0,5,1,0,4.1,1,1
2780,wasp666999,1375102346389240000,0,0,11,0.0,0,0,11,6,0,4.2,1,1
2781,steve45010674,1282390463467720000,1,31,421,0.07,0,0,468,387,0,3.9,1,0
2782,firas06112492,1374949949092150000,0,0,9,0.0,0,0,5,3,0,4.5,1,1
2783,positive_wal,459220965,9,118,4726,0.02,0,0,45098,25900,5,1.4,0,0
2784,nataliarenay991,1247062484885740000,1,3,141,0.02,0,0,165,107,0,3.6,1,0
2785,fholers,101840475,11,1,352,0.0,0,0,145,138,0,4.1,1,1
2786,pedalsyre,1346963390401490000,0,11,42,0.26,0,0,269,1198,0,2.0,0,0
2787,kryptoole,862632452430417000,4,622,84,7.4,1,0,1020,313,3,1.8,0,0
2788,darielisgrosspe,443365596,10,3,348,0.01,0,0,98,91,0,4.1,1,1
2789,topcasino18,1331486700212780000,1,431,1995,0.22,1,0,1783,4608,0,3.5,1,0
2790,chanchanmill,1362464451731930000,0,0,7,0.0,0,0,12,12,0,3.6,1,0
2791,donniefinance,1328565306927820000,1,5687,28,203.11,0,0,62,52,6,1.7,0,0
2792,lemmetellyouwat,36542943,12,487,1160,0.42,0,0,7029,17167,3,0.1,0,0
2793,pardonmytake,4916001683,5,599595,863,694.78,1,1,30791,18096,1601,0.2,0,0
2794,barrymughal143,1215608719893060000,1,15,31,0.48,0,0,300,156,0,4.0,1,1
2795,h0lagato,1237870760821230000,1,2168,562,3.86,1,0,1695,1374,1,1.4,0,0
2796,striderar7,803616410324779000,5,40,1752,0.02,1,0,8751,7744,0,1.2,0,0
2797,bringit007,189839251,11,126,198,0.64,0,0,2219,692,1,0.6,0,0
2798,eling16516436,1374344226218020000,0,1,57,0.02,0,0,38,10,0,4.0,1,1
2799,liamv_z,2247773161,8,296,387,0.76,0,0,503,3738,3,1.4,0,0
2800,egirschikofsky,1334264281748140000,1,22,11,2.0,0,0,159,2262,0,3.1,0,0
2801,matterzlt,1039608503688600000,3,258,1214,0.21,0,0,203,41,1,1.3,0,0
2802,_sayalpha,757908603382693000,5,725,1176,0.62,1,0,1848,5446,2,1.4,0,0
2803,aaronay01,1061966564004690000,3,1515,1831,0.83,0,0,4906,6651,0,1.6,0,0
2804,kimberveilstvma,1398728090,8,84484,42,2011.52,0,0,10596,22849,399,0.3,0,0
2805,agarmaikahoon,1056890359538560000,3,6802,1,6802.0,0,0,433,10496,5,4.8,1,1
2806,uphyowaikyaw,1052641039012380000,3,17,70,0.24,0,0,54,17,0,3.4,0,0
2807,deanvandammexxx,134785310,11,31153,94,331.41,1,0,13509,113,152,0.4,0,0
2808,smartman_tz,4377418462,6,51,189,0.27,0,0,246,36,0,2.0,0,0
2809,annaleevrx,4842096344,5,12953,1139,11.37,1,0,7532,17626,43,0.3,0,0
2810,jadebakerxx,846399714320896000,4,68033,553,123.03,1,0,1851,10563,238,0.2,0,0
2811,reallillyhallxx,918339477415833000,4,100204,517,193.82,1,0,6934,9356,307,0.2,0,0
2812,crypticcrypto3,1043188952310660000,3,61,59,1.03,0,0,1318,350,1,0.9,0,0
2813,thevinodveera,837627343124377000,4,20,211,0.09,0,0,301,18,0,2.0,0,0
2814,hd52time,2432623650,7,449,4502,0.1,0,0,1605,249,1,1.8,0,0
2815,tzeroblockchain,922477250150387000,4,11798,385,30.64,1,0,425,1679,170,1.2,0,0
2816,the_lhoft,755755202062454000,5,7219,2864,2.52,1,0,17073,19132,181,3.4,0,0
2817,avci_esin,1475040008,8,62,519,0.12,0,0,334,381,0,1.9,0,0
2818,remdocan,541013326,9,66488,447,148.74,0,0,14906,67485,542,1.2,0,0
2819,dragonbhai2,1279762620870980000,1,38,361,0.11,0,0,591,412,0,3.0,0,0
2820,kalareigo,1105430312731860000,2,58,1956,0.03,0,0,5003,783,1,6.0,1,1
2821,akshay04469077,1370604544938360000,0,0,10,0.0,0,0,4,3,0,4.9,1,1
2822,keraizer,1289695045642320000,1,364,1374,0.26,0,0,1176,979,2,1.5,0,0
2823,drpravz,115856453,11,95,915,0.1,0,0,637,256,0,0.5,0,0
2824,vijaygounder,2535138678,7,121,15,8.07,0,0,5979,42110,2,2.2,0,0
2825,eppoleemburg,463906990,9,1887,1752,1.08,1,0,6781,21031,26,0.4,0,0
2826,mrcrownnnnn,1187080466597400000,2,558,318,1.75,1,0,944,4736,12,0.7,0,0
2827,fandew3,1091770365808960000,2,57,247,0.23,0,0,967,863,0,2.0,0,0
2828,upirony,1309620450134090000,1,168,850,0.2,1,0,666,1101,0,3.2,0,0
2829,nerdycrypto,1362243188266700000,0,151,118,1.28,0,0,28,118,1,2.8,0,0
2830,aungthu2006,3183443462,6,78,965,0.08,0,0,2014,2389,6,1.4,0,0
2831,taylor65715919,1376463650362280000,0,0,2,0.0,0,0,2,0,0,4.4,1,1
2832,criptoairdrop9,979121524853522000,3,498,887,0.56,0,0,27498,2881,19,4.0,1,1
2833,cryptopaniccom,869333058876559000,4,8728,22,396.73,1,0,15666,178,228,4.8,1,1
2834,xxztluzh2iujh7p,1234918712488050000,1,57,257,0.22,0,0,2303,11919,4,1.1,0,0
2835,abhinav49670581,1272058193175140000,1,3,103,0.03,0,0,142,82,0,3.2,0,0
2836,frodorhodor,1359568995234560000,0,3,82,0.04,0,0,10,24,0,4.1,1,1
2837,digitaldoucheb,1022552693745830000,3,437,15,29.13,0,0,33,463,0,2.0,0,0
2838,cryptobarnft,1368313495578700000,0,264,26,10.15,1,0,97,122,0,6.0,1,1
2839,blisschris6,1374056644888440000,0,0,14,0.0,0,0,16,23,0,4.2,1,1
2840,icon11397097,1376463449207620000,0,0,1,0.0,0,0,1,0,0,4.6,1,1
2841,assetopk,1333387744068980000,1,130,1714,0.08,1,0,4712,1,2,4.0,1,1
2842,bigsyoutube1,1240823688720550000,1,857,446,1.92,0,0,73181,39910,0,3.8,1,0
2843,golgogamble13,1346789000510460000,0,96,118,0.81,0,0,72,0,0,4.8,1,1
2844,loogic,1622701,14,49753,3737,13.31,1,0,82023,592,3180,1.8,0,0
2845,harvest_finance,1295959614375290000,1,47958,126,380.62,1,0,1177,293,374,2.3,0,0
2846,babylonfinance,1360704761956160000,0,2385,4,596.25,1,0,11,15,30,3.1,0,0
