Screen Name,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Bot: 4.0 Threshold
ley4u83,11,220,599,0.37,1,0,2201,729,8,0
mauz_hussain,10,135,785,0.17,1,0,1688,475,5,0
ur_hod,0,36,93,0.39,0,0,313,288,1,0
raluca_bararu,8,192,61,3.15,0,0,80,102,2,0
jimbei112,1,2,65,0.03,0,0,82,49,0,0
baiurside,2,469,902,0.52,1,0,9857,6365,0,0
eucopresident,11,1191803,414,2878.75,1,1,6757,186,8373,0
osmannoo38,6,160,756,0.21,1,0,1952,2643,2,0
ethiohrc,4,20646,66,312.82,0,0,262,15,50,0
cryptopedia_ir,0,12,119,0.1,0,0,97,281,0,0
crypto_potato,7,17786,5805,3.06,1,0,4371,664,238,1
marvin_dollar,1,348,830,0.42,0,0,996,632,1,0
hengkyi37534868,1,70,208,0.34,0,0,2507,145,1,0
nurrifki16,0,53,84,0.63,0,0,86,8,0,0
soniyaaktar14,1,68,539,0.13,0,0,823,550,0,0
shabu220,2,67,202,0.33,0,0,38,61,0,0
faffa42,5,4197,3177,1.32,1,0,7167,12078,55,0
cryptocomid,8,80,130,0.62,0,0,137,12,0,0
mastercbd,1,187,239,0.78,0,0,717,500,1,0
nftgallerypicks,0,599,30,19.97,0,0,286,410,0,0
uchephi34848174,0,3,10,0.3,0,0,17,18,0,1
dadan78230253,0,12,45,0.27,1,0,1308,1298,0,0
jeriskak,0,40,62,0.65,0,0,105,80,0,0
ogunsinaboluwa2,2,36,308,0.12,0,0,31,23,0,1
farafloul,7,15,224,0.07,0,0,696,80,0,0
crypto_ed_nl,4,98075,110,891.59,1,0,18243,5821,1991,0
khairul10016,0,160,383,0.42,0,0,476,301,0,0
chriscoons,13,194396,4169,46.63,1,1,15562,765,2876,0
tunguye54842007,0,0,2,0.0,0,0,1,0,0,1
blockbain,7,2572,1846,1.39,1,0,3587,67114,62,0
fishbk1,9,17,166,0.1,0,0,944,52,0,0
frankiemindset,4,7314,6624,1.1,1,0,73826,220490,8,0
deepakm64827523,1,34,183,0.19,0,0,540,224,1,0
tokenmarketcaps,1,1056,353,2.99,1,0,2746,7972,10,0
oofersmr,3,138,1740,0.08,0,0,10256,11226,2,0
gcr2p,10,81427,2560,31.81,1,1,27134,12446,349,0
sigenariegona,1,127,4171,0.03,0,0,21284,4913,3,0
whale_alert,3,615249,19,32381.53,1,0,34136,62,4051,1
yi96315139,2,6,72,0.08,0,0,1139,1972,0,0
harmansingh85,3,11815,8721,1.35,0,0,43744,54444,22,1
lisalovesx_,1,750,3643,0.21,0,0,20715,6723,0,0
diioannid,10,17899,7686,2.33,1,0,28515,36766,245,1
eggshend,1,48,153,0.31,0,0,2137,3989,1,1
buiwara,10,154,171,0.9,0,0,187,549,1,0
power_kee,1,6919,183,37.81,1,0,166,319,13,0
memowizzgame,5,1124,4652,0.24,1,0,161,2235,14,0
riotblockchain,4,7838,115,68.16,1,0,204,3,90,0
fandinoputra,2,15,42,0.36,0,0,5,15,0,0
14all15,2,19,61,0.31,0,0,120,657,0,0
wishmethebest11,1,32,996,0.03,0,0,2270,1607,1,0
blockchainboom,3,780,106,7.36,0,0,1939,5537,3,0
darc1284,9,651,3588,0.18,1,0,5221,6733,6,0
freedomisrael_,1,2026,1720,1.18,1,0,1571,886,15,0
iconomipulse,0,37,0,0.0,0,0,702,1,1,0
bitforexcom,3,43854,2849,15.39,1,0,1944,6332,182,0
unilend_finance,1,21655,75,288.73,1,0,484,385,97,0
cedric_ts,10,60,583,0.1,0,0,735,1647,1,0
bandprotocol,3,73990,61,1212.95,1,0,1296,600,627,0
phillip88959435,1,6,186,0.03,0,0,363,1026,0,1
crypto_jane,4,580,2253,0.26,0,0,9303,11367,10,0
btcvault,10,39,2,19.5,1,0,1,0,2,1
altcoin_dre,4,2591,3298,0.79,0,0,5560,3831,10,0
jmigilitoo,1,160,355,0.45,0,0,867,769,1,1
yamilasad2,0,104,179,0.58,0,0,5,4,0,1
panatoolz,4,2299,4956,0.46,0,0,45566,52499,0,0
robertofinol,11,49,142,0.35,0,0,3814,2509,0,0
melatg2020,1,1034,355,2.91,0,0,7611,4393,1,0
stacking_sats_,2,1248,724,1.72,0,0,2782,22929,18,0
arifbrex,1,130,341,0.38,0,0,668,156,0,0
daronknol,2,303,1691,0.18,0,0,5017,2892,6,0
bafiste_,7,507,64,7.92,0,0,1274,4668,13,0
ecienciacom,12,12331,1202,10.26,1,0,24937,18839,830,0
asusimate1,1,65,220,0.3,0,0,386,451,0,0
thecryptotengu,8,89,402,0.22,0,0,1483,11857,0,0
staterfinance,1,9126,137,66.61,1,0,149,211,30,0
beltalowda89,1,418,700,0.6,0,0,6122,11451,6,0
xrpcryptowolf,4,88804,2072,42.86,1,0,18329,71299,363,0
nala_2002,1,47,70,0.67,0,0,873,848,0,1
holdhq,3,10607,1,10607.0,1,0,266,1129,46,0
zekenyme,6,962,2629,0.37,0,0,5832,5138,11,0
coinbase,9,1827753,12,152312.75,1,1,3457,648,11552,0
jcreticio,0,45,756,0.06,1,0,1524,1901,0,0
fivebalanceu,1,63,45,1.4,1,0,93,67,2,0
xmaximist,1,3423,446,7.67,1,0,4145,3076,7,0
pyusinm,2,93,263,0.35,0,0,552,49,0,0
mrhydr0g3n,0,1057,231,4.58,0,0,1243,3614,3,0
pierre_rochard,4,119111,6619,18.0,1,0,91520,153081,2542,0
hasanyoussef0,1,12,8,1.5,0,0,65,85,1,0
ebiitari,12,987,961,1.03,0,0,28682,3586,7,0
ebrinkers,8,814,372,2.19,0,0,542,545,0,0
bomshot,12,14729,957,15.39,1,0,3494,1678,18,0
laclippers,12,1751999,587,2984.67,1,1,59604,14667,7173,0
musicworldhit,1,8,322,0.02,0,0,562,409,0,1
bitcpiot,0,36,92,0.39,0,0,1623,4568,2,0
thor9112,1,5868,5745,1.02,1,0,354,293,4,0
raziali881321,2,2529,3561,0.71,0,0,406,552,0,0
kirkdborne,9,274707,8957,30.67,1,1,134922,207878,8316,0
subex,11,3078,1443,2.13,1,0,4579,984,98,0
acalanetwork,2,59212,244,242.67,1,0,571,1011,488,0
harryng83660961,1,112,84,1.33,0,0,211,150,0,0
nandista,12,352,485,0.73,0,0,6537,871,1,0
ganeshgan2k,1,26,245,0.11,0,0,276,196,0,0
juniormore1o,0,110,228,0.48,0,0,12,7,0,1
markansatz,7,42,34,1.24,0,0,1764,1807,1,0
king_remison,3,4311,3970,1.09,0,0,86684,23829,0,0
nouman61714708,8,0,174,0.0,0,0,11,14,0,1
marcoro94535529,1,721,639,1.13,1,0,125,1758,6,0
thelfog,5,6,1400,0.0,0,0,2715,599,0,0
chriszeal0,2,9756,6939,1.41,0,0,33558,62077,2,0
accionista16,1,503,1119,0.45,0,0,14506,20164,3,0
__babangeeda,7,13586,6092,2.23,0,0,24787,66621,2,0
monahankev,7,79,848,0.09,0,0,1848,2714,1,0
mahadeb001,3,0,11,0.0,0,0,15,11,0,1
cryptorosey,1,300,935,0.32,0,0,1688,2867,2,0
reneearnett,10,4425,4736,0.93,1,0,151947,84269,138,0
diemmy77345558,3,0,94,0.0,0,0,38,8,0,1
elklosso,1,28,152,0.18,1,0,509,1010,1,0
rbitexexchange,1,665,12,55.42,1,0,94,21,2,0
constan79759920,0,0,2,0.0,0,0,2,0,0,1
luckywinssss,0,5,0,0.0,0,0,483,192,0,0
nukemandan,3,1440,762,1.89,1,0,3522,18511,35,0
_sayalpha,5,725,1176,0.62,1,0,1848,5446,2,0
carlossainz55,10,934487,337,2772.96,1,1,8094,1630,6603,0
theycallmealch,2,3817,783,4.87,0,0,634,1928,6,0
imguby,1,39,151,0.26,0,0,1376,706,1,0
ameenu_ig,10,13409,6409,2.09,0,0,34319,71756,3,0
ramyavellanki,10,6091,4701,1.3,1,0,300955,291935,223,0
pizdecnahooy,3,5,136,0.04,0,0,85,2194,0,0
coins_help,1,12860,72,178.61,1,0,82,20,4,0
tronman14,1,1082,2434,0.44,0,0,8448,1251,3,0
cryptonfty,0,0,2,0.0,0,0,10,0,0,0
teddy_bby,10,3,337,0.01,0,0,125,108,0,0
trondad1,0,3,32,0.09,0,0,59,65,0,1
alitoshi_k,1,44,62,0.71,0,0,1022,1038,1,0
cryptofever01,1,247,1130,0.22,0,0,3990,3998,3,0
icekin87,6,14,56,0.25,0,0,72,34,0,0
renprotocol,4,65898,713,92.42,1,0,577,1491,972,0
teja7780,0,0,2,0.0,0,0,4,2,0,0
coinlistings,11,1160,1,1160.0,0,0,255,1,13,1
cryptor0ller,10,33610,2401,14.0,1,0,3875,10693,105,0
ralfwersten,9,691,319,2.17,0,0,69103,119699,44,0
2154trx,0,163,317,0.51,0,0,205,320,0,0
proph007_,9,4140,2804,1.48,1,0,16010,15104,1,1
daohaii,0,0,57,0.0,0,0,69,42,0,0
masseis3,1,18,277,0.06,0,0,124,309,0,0
huyenlu21061989,2,12,78,0.15,0,0,78,46,0,0
wwwiost,3,41,232,0.18,0,0,129,313,0,0
acczee_,0,16,363,0.04,0,0,955,627,0,0
bigsyoutube1,1,857,446,1.92,0,0,73181,39910,0,0
airdropsunlimit,0,8,48,0.17,1,0,28,8,0,0
vlad005043026,2,17,112,0.15,0,0,941,702,0,0
tuckers0606,5,277,212,1.31,0,0,14552,5981,2,0
milky7ever,1,542,1906,0.28,0,0,16750,10122,0,0
krukx1,0,9,207,0.04,0,0,226,82,0,1
holorogue,1,528,135,3.91,0,0,890,5269,9,0
trending_medic,4,69922,8459,8.27,1,0,214884,43531,35,0
subimalah,1,67,143,0.47,0,0,83,69,0,0
mclaughlingary,10,53,216,0.25,0,0,781,1513,0,0
jkookielizalde,0,383,844,0.45,0,0,2392,434,0,1
picklucky_,0,76,653,0.12,0,0,1639,1192,1,0
klever_io,3,160759,4504,35.69,1,0,7493,22829,179,0
matterzlt,3,258,1214,0.21,0,0,203,41,1,0
crex_24,4,25243,695,36.32,1,0,2519,558,140,0
quarter52215512,4,101,592,0.17,0,0,5845,8700,1,0
ichigo_tuber,4,502,260,1.93,0,0,4667,3227,4,0
siskaeee_ofc,2,494902,65,7613.88,1,0,2255,1390,806,0
inspocrypto,5,803,1089,0.74,0,0,8056,10271,26,0
dreamwastaken,1,1337920,406,3295.37,0,0,1676,1244,3425,0
amcryptom,8,511,232,2.2,0,0,14875,2929,60,0
matthewakinwal2,1,3,88,0.03,0,0,88,42,0,0
hodlwend,0,137,205,0.67,0,0,3232,7074,1,0
eunicebrown86,1,5102,546,9.34,0,0,84614,16303,5,0
nodeheadz,2,498,4081,0.12,1,0,590,12409,4,0
hawkice66,12,468,297,1.58,1,0,25698,76725,14,0
iluvpulimunchi,4,14,121,0.12,1,0,291,116,2,0
hainilulu,8,4536,3691,1.23,1,0,73288,4286,8,0
leadnull,1,305,218,1.4,0,0,1190,4811,5,0
waronrugs,1,44260,132,335.3,1,0,2766,1900,329,0
thevinodveera,4,20,211,0.09,0,0,301,18,0,0
polkadex,1,8767,36,243.53,1,0,130,132,67,0
xextozoa,1,87,124,0.7,0,0,129,0,0,0
ioloart,0,17,102,0.17,0,0,54,2,0,0
sukhcha26208611,0,1,5,0.2,0,0,10,4,0,0
cavs,12,3257401,2037,1599.12,1,1,56403,23351,8624,0
coincornerdanny,6,17892,2376,7.53,1,0,9908,32248,237,0
sb_voice,2,23,1076,0.02,0,0,7667,2430,0,0
ojiogup,0,0,13,0.0,0,0,4,0,0,1
themooncarl,3,216503,455,475.83,1,0,4936,4480,1235,0
alisha7751,1,271,380,0.71,1,0,576,713,1,0
kulwinder533,5,150,939,0.16,0,0,671,4916,0,0
nft_us,0,1261,35,36.03,0,0,9,16,3,0
chanchanmill,0,0,7,0.0,0,0,12,12,0,0
wintheengr,5,355,4754,0.07,1,0,38576,38996,1,0
baim_kusut,3,78,425,0.18,1,0,796,503,1,0
dejanpetrovicfx,4,20,30,0.67,0,0,402,130,0,0
0x_eth_,2,47,418,0.11,0,0,259,547,0,0
blowster85,11,8060,412,19.56,0,0,82708,11509,88,0
pickmonamanako,0,24,858,0.03,0,0,3935,2305,1,0
telmo212filipe,8,46,312,0.15,0,0,847,1298,0,0
geeksacademyeu,5,497,3636,0.14,1,0,5334,295,12,1
rohimi0,1,67,134,0.5,0,0,98,82,0,0
nyx8_8,0,24,151,0.16,0,0,530,123,0,1
mursahh,1,69,168,0.41,0,0,194,229,0,0
gheanisa4,1,32,83,0.39,0,0,52,37,0,0
aprycotmedia,3,1063,5,212.6,1,0,964,1716,9,0
chrisemmanuelk1,2,137,269,0.51,0,0,443,598,0,0
warrior7_1,4,32126,109,294.73,0,0,1277,2396,11,0
great_tony1,10,12856,12009,1.07,0,0,33141,46089,2,0
bear34903528,0,23,291,0.08,0,0,116,181,0,0
mnarimanid,10,36,124,0.29,0,0,24,5434,0,0
beaniemaxi,0,7421,455,16.31,0,0,2343,3302,109,0
zazminez,1,68,104,0.65,0,0,135,0,0,0
luckiestnot2,0,0,222,0.0,0,0,197,370,0,1
128bpm_xbt,4,157,530,0.3,0,0,12845,11013,2,0
maryfoxcrypto,2,4236,547,7.74,1,0,229,923,18,0
mauimonero,11,363,179,2.03,0,0,682,1369,7,0
mrx87312898,2,133,140,0.95,1,0,1045,782,0,0
pork_swap,0,8177,0,0.0,0,0,13,4,3,0
david56543466,1,0,4,0.0,0,0,13,0,0,1
trustlessstate,3,31761,607,52.32,1,0,24903,20502,719,0
nalakrystal,1,380,310,1.23,0,0,637,1017,0,0
bitcoinmarko,1,20,137,0.15,0,0,307,217,1,0
sanityluka,8,95,388,0.24,0,0,612,832,1,0
beeple,12,335447,570,588.5,1,1,8760,259,2223,0
pundixlabs,4,106669,459,232.39,1,1,3946,7454,640,0
opeyemi10102,0,11,156,0.07,0,0,7,7,0,1
jojojo63407320,4,118,213,0.55,0,0,4241,5376,5,1
khaloode_vi,8,198,872,0.23,0,0,2340,4987,0,1
wsbchairman,4,919561,665,1382.8,1,0,5507,23950,2491,0
suddhiny,10,38,280,0.14,0,0,556,30,0,0
minjoy28832577,0,8,267,0.03,0,0,556,609,0,0
unpeacekeeping,12,479173,1046,458.1,1,1,22403,5807,3663,0
ramesh_818,1,3,60,0.05,0,0,83,141,0,1
seo_pot,0,26,532,0.05,1,0,1169,438,0,0
ardor_fan,7,166,242,0.69,0,0,2289,6331,1,0
cryptofighterz,0,98,181,0.54,1,0,15,9,0,0
lionh3rt,4,1061,4976,0.21,0,0,35574,20804,2,0
hoodpoodl,1,52,55,0.95,0,0,439,2957,0,0
ethanthealan,9,3,46,0.07,0,0,35,51,0,0
misslawsonpe,6,522,190,2.75,0,0,1700,2375,1,0
tjdigg,1,0,36,0.0,0,0,3,5,0,0
tiyehjahe,1,20,19,1.05,0,0,69,3,0,0
michimei14,4,170,520,0.33,0,0,892,2798,1,0
magar60238868,0,0,2,0.0,0,0,1,0,0,1
seervision,5,83,33,2.52,1,0,11,0,11,1
hasanelek12,0,8,10,0.8,1,0,22,5,0,0
sgr96779531,1,1,45,0.02,0,0,22,146,0,0
bitstbets,11,17273,0,0.0,0,0,482,1627,24,0
byteosaurus,0,49,139,0.35,1,0,5,4,0,0
vidyakrishnan,10,63291,628,100.78,1,1,55099,5745,420,0
fandew3,2,57,247,0.23,0,0,967,863,0,0
whylose,14,6504,19,342.32,1,0,163661,588,54,0
acrypto_,0,140,258,0.54,1,0,269,174,1,0
sicario_8,10,19,36,0.53,0,0,630,1269,0,0
30minutetrading,8,171,196,0.87,1,0,5031,10,48,1
cryptocracy2018,3,76,232,0.33,1,0,477,2044,0,0
ipfconline1,5,112781,107547,1.05,1,0,183812,140506,7790,1
maxkeiser,12,300540,1321,227.51,0,0,100000,8670,5287,0
toto60540494,0,0,15,0.0,0,0,31,6,0,0
amdryzens,0,30,40,0.75,0,0,74,12,0,1
meo_kimmi,0,8,123,0.07,0,0,172,106,0,0
traderlenny,10,37700,555,67.93,1,0,4675,18436,394,0
zuraghankofie,1,22,39,0.56,0,0,71,86,0,1
tidaldefi,1,46058,1231,37.42,1,0,396,97,152,0
nathanlau123,12,61,1559,0.04,0,0,6446,3609,0,0
callistosupport,3,12664,138,91.77,1,0,1801,2797,94,0
alishalom_,10,4347,909,4.78,0,0,30490,60009,15,0
gibreborn_1908,1,117,2431,0.05,1,0,13676,2203,0,0
ibekweikenna2,1,65,153,0.42,0,0,4984,1050,1,1
enigmafund,0,30,172,0.17,0,0,273,466,0,0
nft_milkshakes,0,10,57,0.18,1,0,60,44,0,0
crypto_finds,0,59,175,0.34,0,0,1297,3559,2,0
antiriego,0,239,3251,0.07,0,0,17101,3624,0,0
hkuroiz,1,19,44,0.43,0,0,45,27,0,0
_cryptosurf,1,778,40,19.45,0,0,2499,19009,9,0
janice48y,7,375,407,0.92,0,0,8935,14271,4,0
azgotguap,9,22,59,0.37,1,0,356,1792,0,0
bedava_fikir,1,49,38,1.29,1,0,165,35,1,0
loveissomad_,3,118,660,0.18,0,0,4541,2628,0,0
fioture,8,968,548,1.77,1,0,5518,43625,2,0
pedalsyre,0,11,42,0.26,0,0,269,1198,0,0
blisschris6,0,0,14,0.0,0,0,16,23,0,1
anthoriosanto,11,2836,375,7.56,0,0,14978,8789,26,0
sergio_sanchis_,6,62,270,0.23,0,0,3227,6333,0,0
iammohbad_,2,89567,95,942.81,1,0,525,796,20,0
beincrypto_pl,1,1134,107,10.6,1,0,1507,300,11,0
imdelu,9,186,125,1.49,0,0,1457,37,5,0
fermandarayhan,8,172,501,0.34,0,0,1508,3756,0,0
madanch19442410,3,67,43,1.56,0,0,119,55,0,0
chang07247338,0,3,34,0.09,0,0,61,51,0,0
nowonbitcoin,4,4278,424,10.09,1,0,32232,19426,21,1
russian_market,10,216437,37,5849.65,1,1,119947,375,3153,0
msscotscrypto77,0,1354,4234,0.32,0,0,7459,11201,2,0
cybersecurite_m,4,655,949,0.69,1,0,7672,1285,19,0
deeped,14,14327,1806,7.93,1,0,271418,5183,779,0
airdropmagician,0,32,11,2.91,0,0,5,5,0,1
as_asmgl,2,14,33,0.42,0,0,335,221,0,1
signartapp,1,4001,2526,1.58,1,0,1592,36837,39,0
earlybsc,0,1486,50,29.72,0,0,334,341,8,0
kahinindefteri,11,1342,26,51.62,0,0,4485,8718,3,0
apes_crypto,0,711,622,1.14,1,0,507,756,4,0
luiz_s_moreira,2,97,346,0.28,1,0,1210,1258,2,0
sumi2021,0,4252,4734,0.9,0,0,69,68,2,0
sagarpa38752118,1,1,35,0.03,0,0,50,6,0,0
ghodela_vikas,4,227,846,0.27,0,0,671,722,0,0
legacycorp,11,1787,40,44.68,1,0,126937,26,27,1
itanashyk,1,1,72,0.01,0,0,291,135,0,0
lovelesslord,9,148,325,0.46,0,0,157,1651,0,0
kevinsvenson_,6,26138,1010,25.88,1,0,6298,8019,218,0
sumo4676,4,52,649,0.08,0,0,990,280,1,0
cryptoify,4,2899,328,8.84,0,0,30100,203,11,1
abdulla53904872,1,69,211,0.33,0,0,118,427,0,0
nc131_,1,2,4,0.5,0,0,5,21,0,0
trustdeskwallet,1,15,3,5.0,1,0,435,602,0,1
kucoinindonesia,2,752,2,376.0,1,0,1476,6,0,0
finplankaluaja1,2,31596,398,79.39,1,0,18266,8711,189,0
arzu412412,6,34,202,0.17,0,0,1532,1785,0,1
xendfinance,1,33765,26,1298.65,1,0,172,529,96,0
pobserver2,3,848,3305,0.26,1,0,759,30366,1,0
sebtintinxx85,3,44,117,0.38,0,0,666,5272,1,0
mazx_ma,1,28,331,0.08,0,0,10,34,0,1
opensea,4,119255,376,317.17,1,0,2654,5072,1273,0
guardawallet,4,15362,245,62.7,1,0,5098,1962,90,0
eucouncil,11,583020,545,1069.76,1,1,6848,768,4333,0
louyimuha,0,115,170,0.68,0,0,72,21,0,0
h42joho,1,423,583,0.73,0,0,4961,7774,4,0
zs63700885,3,1,31,0.03,0,0,7,6,0,1
velasmith88,1,85,396,0.21,1,0,252,542,1,0
coinbasepro,5,420620,7,60088.57,1,1,931,46,3551,0
neilclark66,9,75469,45854,1.65,1,1,43160,35742,560,0
safelytothemoon,0,20,26,0.77,0,0,52,353,0,0
dlancashi,9,457,679,0.67,1,0,4176,3167,8,0
parwej786000,1,67,3127,0.02,0,0,730,700,0,0
yasuopentakill8,1,2,62,0.03,0,0,79,47,0,0
scientistrebel1,1,2074,803,2.58,1,0,551,511,23,0
hedgeye,12,100814,617,163.39,1,1,64712,34586,2333,0
bitcoincarl_,9,4325,4004,1.08,0,0,11571,20978,59,0
richard_parris,7,269,982,0.27,1,0,2913,3139,4,0
aretzkypl,2,844,1273,0.66,0,0,11148,474,0,0
smindcrypto,1,709,606,1.17,0,0,9737,26056,13,0
topgun27477764,2,28,255,0.11,0,0,475,794,2,0
sever_vital,1,1120,2996,0.37,0,0,14271,696,1,0
luckyyoonriegou,7,293,861,0.34,0,0,3044,1202,0,0
patilsujan07,2,30,165,0.18,0,0,104,209,0,0
bunolightsgo_69,2,89,682,0.13,0,0,17046,29243,1,0
yankees,12,3470817,399,8698.79,1,1,42510,5673,12707,0
ethereum,7,844831,0,0.0,1,1,2951,2189,7585,0
safeking_,0,11440,25,457.6,1,0,12,0,0,1
decentralizeafr,2,795,133,5.98,1,0,974,1280,5,0
