Screen Name,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Bot: 4.0 Threshold
glaemfdjsjan,10,1,2,0.5,0,0,26,3,0,0
martinfasani,12,1008,734,1.37,1,0,11845,2750,87,0
badboy92448495,0,55,1225,0.04,0,0,299,215,0,1
burlinhyiu7867,2,16,193,0.08,0,0,203,62,1,1
zs63700885,3,1,31,0.03,0,0,7,6,0,1
magar60238868,0,0,2,0.0,0,0,1,0,0,1
joshuarooose,3,28,32,0.88,0,0,291,1719,0,0
fandinoputra,2,15,42,0.36,0,0,5,15,0,0
thetradingtramp,9,14927,335,44.56,0,0,13130,22342,232,0
seedsmentor,2,554,16,34.63,1,0,465,158,7,0
nftfusion,0,173,0,0.0,0,0,3,3,0,1
cryptoify,4,2899,328,8.84,0,0,30100,203,11,1
wolfie2244,12,473,867,0.55,0,0,3494,109450,9,0
fxturkeyorg,5,13355,441,30.28,1,0,2275,2178,34,1
talkwthme,3,12813,2866,4.47,1,0,5440,11301,181,0
kendiisinikur1,1,1,16,0.06,0,0,12,25,0,1
richenks,12,2367,599,3.95,1,0,3132,5069,51,0
ibekweikenna2,1,65,153,0.42,0,0,4984,1050,1,1
1sereda1,1,7,636,0.01,0,0,566,131,0,1
culersworld,1,1,6,0.17,0,0,260,147,0,1
tunguye54842007,0,0,2,0.0,0,0,1,0,0,1
melody07202,1,5,231,0.02,0,0,67,339,0,1
richardcripto,4,235,424,0.55,0,0,1096,998,1,0
sanur281818,0,0,29,0.0,0,0,30,1,0,1
tvisbor,3,1,54,0.02,0,0,82,188,0,1
wanchain_org,4,108746,171,635.94,1,0,1642,1286,1018,0
sha256io,1,9133,0,0.0,0,0,101,0,3,1
pyscalellc,1,1083,209,5.18,1,0,108164,291,14,0
bitforexcom,3,43854,2849,15.39,1,0,1944,6332,182,0
gardell_peter,0,26,209,0.12,1,0,244,955,0,1
jdebunt,10,6239,1750,3.57,1,0,39654,20883,822,1
fraserbrown_org,6,316,880,0.36,1,0,1847,908,13,0
emmanuelbabaso1,0,12,44,0.27,0,0,15,23,0,0
btcexpertindia,4,15653,98,159.72,1,0,2682,3426,33,0
bitilionaire,4,1305,666,1.96,0,0,19233,28527,4,0
dfb,12,136725,189,723.41,1,1,47173,207,977,0
yavuzat87651331,0,0,9,0.0,0,0,1,0,0,1
